,處理的字串,label,predict
7131,唱一首小苹果,(3 6),(3 6)
7132,我要聽蔡依林的歌,(3 6),(3 6)
7133,西洋音樂,(0 2),(0 2)
7134,我要聽周杰倫的歌,(3 6),(3 6)
7135,我要聽田馥甄的歌,(3 6),(3 6)
7136,我要聽詹雅雯的歌,(3 6),(3 6)
7137,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
7138,播放小紅帽的兒童故事,(6 10),(6 10)
7139,播放起風了,(2 5),(2 5)
7140,那遙控器呢,(4 5),
7141,愛我你就抱抱我,(0 7),(0 7)
7142,我要聽張信哲的歌,(3 6),(3 6)
7143,幫我播放大自然音樂,(4 9),(4 9)
7144,學貓叫,(0 3),(0 3)
7145,我要聽靈魂音樂,(3 5),(3 7)
7146,兩隻老虎,(0 4),(0 4)
7147,愛我你就抱抱我,(0 7),(0 7)
7148,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
7149,我要聽日文歌,(3 5),(3 5)
7150,涼涼,(0 2),(0 2)
7151,我要聽防彈少年團的歌,(5 8),(3 8)
7152,我要聽新歌,(3 5),(3 5)
7153,播放一曲相思,(2 6),(2 6)
7154,愛我你就抱抱我,(0 7),(0 7)
7155,我要聽光年之外,(3 7),(3 7)
7156,我要聽張學友的歌,(3 6),(3 6)
7157,輕音樂,(0 3),(0 3)
7158,我要聽西洋排行榜,(3 5) (5 8),(3 5) (5 8)
7159,我要聽西遊記,(3 6),(3 6)
7160,我要聽英文版拇指姑娘,(3 10),(3 10)
7161,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
7162,愛我你就抱抱我,(0 7),(0 7)
7163,tfboys,(0 6),(0 6)
7164,我要聽于文文的歌,(3 6),(3 6)
7165,播放一曲相思,(2 6),(2 6)
7166,兩隻老虎,(0 4),(0 4)
7167,我要聽嘻哈音樂,(3 5),(3 5)
7168,我要聽鄧麗君的歌,(3 6),(3 6)
7169,小小牛頓故事,(0 4),(0 4)
7170,播放起風了,(2 5),(2 5)
7171,涼涼,(0 2),(0 2)
7172,我要聽鬼故事,(3 6),(3 6)
7173,小安,(0 2),(0 2)
7174,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
7175,我要聽光年之外,(3 7),(3 7)
7176,西洋音樂,(0 2),(0 2)
7177,我要聽生僻字,(3 6),(3 6)
7178,學貓叫,(0 3),(0 3)
7179,我要聽嘻哈音樂,(3 5),(3 5)
7180,我想聽華語排行榜,(3 5) (5 8),(3 5) (5 8)
7181,我要聽光年之外,(3 7),(3 7)
7182,我要聽田馥甄的歌,(3 6),(3 6)
7183,阿拉丁主題曲,(3 6),(3 6)
7184,我要聽爵士音樂,(3 5),(3 5)
7185,許富凱,(0 3),(0 3)
7186,我要聽紅蜻蜓,(3 6),(3 6)
7187,我要聽粵語歌,(3 5),(3 5)
7188,我要聽追光者,(3 6),(3 6)
7189,我要聽留不住的故事,(3 9),(3 9)
7190,我要聽搖滾音樂,(3 5),(3 5)
7191,我要聽鄧麗君的歌,(3 6),(3 6)
7192,我要聽小蘋果,(3 6),(3 6)
7193,播放音樂,,
7194,我要聽張信哲的歌,(3 6),(3 6)
7195,播放一曲相思,(2 6),(2 6)
7196,郭德綱的節目,(4 6),(4 6)
7197,放山中客,(1 4),(1 4)
7198,我要聽光年之外,(3 7),(3 7)
7199,我要聽于文文的歌,(3 6),(3 6)
7200,沙漠駱駝,(0 4),(0 4)
7201,我要聽派對動物,(3 5),(3 7)
7202,我要聽橄欖樹,(3 6),(3 6)
7203,我要聽嘻哈音樂,(3 5),(3 5)
7204,我想要聽周杰倫的告白氣球,(4 7) (8 12),(4 7) (8 12)
7205,播放芭比的触电,(5 7),(2 4)
7206,我要聽日文歌,(3 5),(3 5)
7207,音樂熱門,(2 4),(2 4)
7208,你要的全拿走,(0 6),(0 6)
7209,我要聽于文文的歌,(3 6),(3 6)
7210,我要聽林俊傑的歌,(3 6),(3 6)
7211,幫我播潘越雲的歌,(3 6),(3 6)
7212,我要聽喬幼的歌,(3 5),(3 5)
7213,我要聽琅琊榜,(3 6),(3 6)
7214,我要聽新歌排行榜,(5 8),(5 8)
7215,華語排行榜,(0 2) (2 5),(0 2)
7216,我要聽爵士音樂排行榜,(3 5) (7 10),(3 5) (7 10)
7217,我要聽林俊傑的歌,(3 6),(3 6)
7218,播放一曲相思,(2 6),(2 6)
7219,我要聽于文文的歌,(3 6),(3 6)
7220,我要聽江蕙的歌,(3 5),(3 5)
7221,我要聽小火龍的飛行的歌,(3 9),(3 31)
7222,我要聽古典音樂,(3 5),(3 5)
7223,愛我你就抱抱我,(0 7),(0 7)
7224,我要聽老歌,(3 5),(3 5)
7225,我要聽獨立音樂,(3 5),(3 5)
7226,唱一首伍佰的浪人情歌,(3 5) (6 10),(3 5) (6 10)
7227,我要聽爵士音樂,(3 5),(3 5)
7228,兩隻老虎,(0 4),(0 4)
7229,我要聽林俊傑的歌,(3 6),(3 6)
7230,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
7231,播放芭比的觸電,(2 4) (5 7),(2 4) (5 7)
7232,彭佳慧,(0 3),(0 3)
7233,寶貝寶貝,(0 4),(0 4)
7234,鋼琴音樂,(0 4),(0 4)
7235,我要聽薛之謙的歌,(3 6),(3 6)
7236,我想聽無言的結局,(3 8),(3 8)
7237,我要聽走到飛,(3 6),(3 6)
7238,我要聽田馥甄的歌,(3 6),(3 6)
7239,兩隻老虎,(0 4),(0 4)
7240,愛我你就抱抱我,(0 7),(0 7)
7241,我想聽西語,(3 5),(3 5)
7242,我要聽白雪公主,(3 7),(3 7)
7243,我要聽相聲,(3 5),(3 5)
7244,唱一首小蘋果,(3 6),(3 6)
7245,播放我的滑板鞋,(2 7),(2 7)
7246,我要聽搖滾音樂,(3 5),(3 5)
7247,葉倩文的哭砂,(0 3) (4 6),(0 3) (4 6)
7248,我要聽防彈少年團的歌,(3 8),(3 8)
7249,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
7250,我要聽粵語歌,(3 5),(3 5)
7251,我要聽米希亞的歌,(4 8),(4 8)
7252,我要聽吻別,(3 5),(3 5)
7253,我想聽新歌,(3 5),(3 5)
7254,我要聽有點野,(3 6),(3 6)
7255,我要聽蕭敬騰的歌,(3 6),(3 6)
7256,生僻字,(0 3),(0 3)
7257,我要聽新歌,(3 5),(3 5)
7258,我要聽周杰倫的歌,(3 6),(3 6)
7259,愛我你就抱抱我,(0 7),(0 7)
7260,方大同,(0 3),(0 3)
7261,播放一曲相思,(2 6),(2 6)
7262,播放一曲相思,(2 6),(2 6)
7263,我要聽宇多田光的歌,(3 7),(3 7)
7264,兩隻老虎,(0 4),(0 4)
7265,我要聽鬼故事,(3 6),(3 6)
7266,我要聽新歌排行榜,(5 8),(5 8)
7267,播放一曲相思,(2 6),(2 6)
7268,我要聽琅琊榜,(3 6),(3 6)
7269,我要聽歪批三國,(3 7),(3 7)
7270,愛我你就抱抱我,(0 7),(0 7)
7271,我要聽江蕙的歌,(3 5),(3 5)
7272,我要聽老歌,(3 5),(3 5)
7273,我要聽小星星,(3 6),(3 6)
7274,我要聽兒歌,(3 5),(3 5)
7275,我要聽英文版拇指姑娘,(3 10),(3 10)
7276,我要聽我好嗎,(3 6),(3 6)
7277,中國民間,(0 2),(2 4)
7278,兩隻老虎,(0 4),(0 4)
7279,我要聽田馥甄的歌,(3 6),(3 6)
7280,沙漠駱駝,(0 4),(0 4)
7281,西洋音樂,(0 2),(0 2)
7282,胡彥斌,(0 3),(0 3)
7283,葉倩文的哭砂,(0 3) (4 6),(0 3) (4 6)
7284,李翊君,(0 3),(0 3)
7285,我知道,(0 3),(0 3)
7286,我要聽伍佰的歌,(3 6),(3 6)
7287,播放起風了,(2 5),(2 5)
7288,郭富城,(0 3),(0 3)
7289,我要聽田亮流年,(5 7),(3 5) (5 31)
7290,我要聽台語歌,(3 5),(3 5)
7291,我想聽可不可以,(3 7),(3 7)
7292,我要聽台語排行榜,(3 5) (5 8),(3 5) (5 8)
7293,我要聽陳綺貞的華麗的冒險,(3 6) (7 12),(3 6) (7 12)
7294,我要聽煙花易冷,(3 7),(3 7)
7295,涼涼,(0 2),(0 2)
7296,放音樂,,
7297,愛我你就抱抱我,(0 7),(0 7)
7298,我要聽光年之外,(3 7),(3 7)
7299,我要聽童謠,(3 5),(3 5)
7300,我要聽周杰倫的歌,(3 6),(3 6)
7301,學貓叫,(0 3),(0 3)
7302,我要聽粵語歌,(3 5),(3 5)
7303,我要聽青春修煉手冊,(3 9),(3 9)
7304,學貓叫,(0 3),(0 3)
7305,我要聽日文歌,(3 5),(3 5)
7306,黃鶯鶯,(0 3),(0 3)
7307,我要聽兒歌,(3 5),(3 5)
7308,两只老虎,(0 4),(0 4)
7309,烽火天榜,(0 4),(0 4)
7310,唱一首小蘋果,(3 6),(3 6)
7311,我要聽悲傷的歌曲,(3 5),(3 5)
7312,涼涼,(0 2),(0 2)
7313,我要聽新歌,(3 5),(3 5)
7314,我要聽台語歌,(3 5),(3 5)
7315,我要聽林俊傑的歌,(3 6),(3 6)
7316,我要聽田馥甄的歌,(3 6),(3 6)
7317,我要聽小野麗莎的歌,(5 7),(3 7)
7318,三隻小豬的故事給我聽,(0 4),(0 4)
7319,我要聽孫露的歌,(3 5),(3 5)
7320,校園民歌,(0 2) (2 4),(2 4)
7321,我要聽宇多田的歌,(5 7),(5 7)
7322,我要聽準備中,(3 6),(3 6)
7323,我要聽it's my life,(3 15),(3 15)
7324,謝雷,(0 2),(0 2)
7325,我要聽買榜,(3 5),(3 5)
7326,我要聽黃明志的歌,(3 6),(3 6)
7327,我要聽節奏藍調音樂,(3 7),(3 7)
7328,學貓叫,(0 3),(0 3)
7329,涼涼,(0 2),(0 2)
7330,心經,(0 2),(0 2)
7331,愛江山愛美人,(1 3),(1 3)
7332,唱一首小蘋果,(3 6),(3 6)
7333,學貓叫,(0 3),(0 3)
7334,我要聽周杰倫的歌,(3 6),(3 6)
7335,我要聽 Alan Walker 的歌,(4 15),(4 15)
7336,我要聽江蕙的歌,(3 5),(3 5)
7337,我要聽西洋排行榜,(3 5) (5 8),(3 5) (5 8)
7338,我要聽伍佰的歌,(3 6),(3 6)
7339,愛我你就抱抱我,(0 7),(0 7)
7340,播放一曲相思,(2 6),(2 6)
7341,播放國語歌曲,(2 4),(2 4)
7342,電子,(0 2),(0 2)
7343,烽火天榜,(0 4),(0 4)
7344,我要聽日文歌,(3 5),(3 5)
7345,我要聽嘻哈音樂,(3 5),(3 5)
7346,我要聽林俊傑的歌,(3 6),(3 6)
7347,播放起風了,(2 5),(2 5)
7348,我要聽故事,(0 5),(0 5)
7349,我要聽搖滾音樂,(3 5),(3 5)
7350,愛我你就抱抱我,(0 7),(0 7)
7351,康康,(0 2),(0 2)
7352,愛我你就抱抱我,(0 7),(0 7)
7353,播放一曲相思,(2 6),(2 6)
7354,我要聽吳卓源是不是有點心動,(3 6) (11 13),(6 31)
7355,學貓叫,(0 3),(0 3)
7356,西洋音樂,(0 2),(0 2)
7357,我要聽節奏藍調音樂,(3 7),(3 7)
7358,我要聽庾澄慶和班長,(3 6),(3 6)
7359,兩隻老虎,(0 4),(0 4)
7360,唱一首小蘋果,(3 6),(3 6)
7361,播放音樂,,
7362,我要聽英文排行榜,(3 5) (5 8),(3 5) (5 8)
7363,我要聽小野麗莎的歌,(5 7),(3 7)
7364,我要聽薛之謙的歌,(3 6),(3 6)
7365,我要聽把悲傷留給自己,(3 10),(3 10)
7366,學貓叫,(0 3),(0 3)
7367,我要聽于文文的歌,(3 6),(3 6)
7368,播放一曲相思,(2 6),(2 6)
7369,我要聽扶搖,(3 5),(3 5)
7370,學貓叫,(0 3),(0 3)
7371,我要聽台語歌,(3 5),(3 5)
7372,我要聽吳卓源的歌,(3 6),(3 6)
7373,我要聽林俊傑的歌,(3 6),(3 6)
7374,我想聽日文老歌,(3 5),
7375,我要聽買榜,(3 5),(3 5)
7376,我要聽陳綺貞的歌,(3 6),(3 6)
7377,播放音樂,,
7378,我要聽煙花易冷,(3 7),(3 7)
7379,我要聽光年之外,(3 7),(3 7)
7380,我要聽周杰倫的歌,(3 6),(3 6)
7381,我要聽陳綺貞的歌,(3 6),(3 6)
7382,我要聽買榜,(3 5),(3 5)
7383,我要聽嘻哈排行榜,(3 5) (5 8),(3 5) (5 8)
7384,我要聽光年之外,(3 7),(3 7)
7385,兩隻老虎,(0 4),(0 4)
7386,我要聽蕭敬騰的歌,(3 6),(3 6)
7387,我要聽worth it,(3 11),(3 11)
7388,我要聽鬼故事,(3 6),(3 6)
7389,兩隻老虎,(0 4),(0 4)
7390,西洋音樂,(0 2),(0 2)
7391,我要聽粵語歌,(3 5),(3 5)
7392,播放一曲相思,(2 6),(2 6)
7393,播苦行僧,(1 4),(1 4)
7394,我要聽江蕙的歌,(3 5),(3 5)
7395,我要聽嘻哈音樂,(3 5),(3 5)
7396,往後餘生,(0 4),(0 4)
7397,我要聽吳卓源的歌,(3 6),(3 6)
7398,我要聽我好嗎,(3 6),(3 6)
7399,我要聽快樂頌,(3 6),(3 6)
7400,播放一曲相思,(2 6),(2 6)
7401,我要聽古典音樂,(3 5),(3 5)
7402,我要聽你喜歡我的歌嗎,(3 10),(3 10)
7403,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
7404,我要聽周杰倫的歌,(3 6),(3 6)
7405,我要聽復古的歌曲,(3 5),(3 5)
7406,我要聽張惠妹的歌,(3 6),(3 6)
7407,大悲咒,(0 3),(0 3)
7408,西洋音樂,(0 2),(0 2)
7409,我想聽有點甜,(3 6),(3 6)
7410,我要聽防彈少年團的歌,(3 8),(3 8)
7411,我要播戴佩妮的怎樣,(3 6) (7 9),(3 6) (7 9)
7412,我要聽搖滾音樂,(3 5),(3 5)
7413,播放日語歌,(2 4),(2 4)
7414,追追追,(0 3),(0 3)
7415,我要聽防彈少年團的歌,(3 8),(3 8)
7416,我要聽江蕙的歌,(3 5),(3 5)
7417,我要聽周杰倫的歌,(3 6),(3 6)
7418,我要聽月琴,(3 5),(3 5)
7419,我要聽張雨生的歌,(3 6),(3 6)
7420,我要聽 Alan Walker 的歌,(4 15),(4 15)
7421,我要聽林俊傑的歌,(3 6),(3 6)
7422,我要聽古典音樂,(3 5),(3 5)
7423,孫露的月光小夜曲,(0 2) (3 8),(0 2) (3 8)
7424,黃鶯鶯,(0 3),(0 3)
7425,涼涼,(0 2),(0 2)
7426,講故事來聽,(0 3),(0 3)
7427,學貓叫,(0 3),(0 3)
7428,播放剛好遇見你,(2 7),(2 7)
7429,我要聽悲傷的歌曲,(3 5),(3 5)
7430,唱一首小蘋果,(3 6),(3 6)
7431,我要聽三隻小豬,(3 7),(3 7)
7432,西洋音樂,(0 2),(0 2)
7433,我要聽天生歌姬,(3 7),(3 7)
7434,我要聽三字經,(3 6),(3 6)
7435,我要聽江蕙的歌,(3 5),(3 5)
7436,我要聽方大同的ili,(3 6),(3 6) (7 10)
7437,我要聽相聲,(3 5),(3 5)
7438,播放音樂,,
7439,我要聽相聲,(3 5),(3 5)
7440,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
7441,我要聽台語歌,(3 5),(3 5)
7442,涼涼,(0 2),(0 2)
7443,我要聽梁靜茹的歌,(3 6),(3 6)
7444,我要聽生日快樂歌,(3 8),(3 8)
7445,我要聽黃乙玲的歌,(3 6),(3 6)
7446,路過人間,(0 4),(0 4)
7447,我要聽愛情的模樣,(3 8),(3 8)
7448,我要聽走到飛,(3 6),(3 6)
7449,我要聽蔡依林的歌,(3 6),(3 6)
7450,我要聽吳卓源的歌,(3 6),(3 6)
7451,涼涼,(0 2),(0 2)
7452,播放歌曲,,
7453,有聲書,(0 3),(0 3)
7454,唱一首小蘋果,(3 6),(3 6)
7455,播放一曲相思,(2 6),(2 6)
7456,我要聽周杰倫的歌,(3 6),(3 6)
7457,兩隻老虎,(0 4),(0 4)
7458,要聽月天唱的熱門歌曲,(6 8),(6 8)
7459,兩隻老虎,(0 4),(0 4)
7460,我要聽節奏藍調音樂,(3 7),(3 7)
7461,我要聽華語音樂,(3 5),(3 5)
7462,我要聽三隻小豬,(3 7),(3 7)
7463,我要聽新歌排行榜,(5 8),(5 8)
7464,涼涼,(0 2),(0 2)
7465,我要聽爵士音樂,(3 5),(3 5)
7466,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
7467,我要聽相聲選粹,(3 7),(3 7)
7468,我要聽蔡依林的腦公,(3 6) (7 9),(3 6) (7 9)
7469,我要聽黃乙玲的歌,(3 6),(3 6)
7470,華語排行榜,(0 2) (2 5),(0 2)
7471,洪榮宏的歌曲,(0 3),(0 3)
7472,我要聽煙花易冷,(3 7),(3 7)
7473,我要聽a lin我都記得,(8 12),(8 12)
7474,播放一曲相思,(2 6),(2 6)
7475,我要聽日文歌,(3 5),(3 5)
7476,我要聽紅蜻蜓,(3 6),(3 6)
7477,我要聽光年之外,(3 7),(3 7)
7478,學貓叫,(0 3),(0 3)
7479,我要聽劉德華的歌,(3 6),(3 6)
7480,我要聽月琴,(3 5),(3 5)
7481,我要聽光年之外,(3 7),(3 7)
7482,我要聽靈魂音樂,(3 5),(3 7)
7483,我要聽夜空中最亮的星,(3 10),(3 10)
7484,我要聽嘻哈音樂,(3 5),(3 5)
7485,我要聽感到憤怒的歌曲,(5 7),(5 7)
7486,我要聽蔡依林的歌,(3 6),(3 6)
7487,我要聽邰肇玫,(3 6),(3 6)
7488,我要聽林俊傑的歌,(3 6),(3 6)
7489,我要聽鋼琴演奏,(3 7),(3 7)
7490,我要聽煙花易冷,(3 7),(3 7)
7491,我要聽吳卓源的歌,(3 6),(3 6)
7492,我要聽我好嗎,(3 6),(3 6)
7493,我要聽搖滾音樂,(3 5),(3 5)
7494,播放周星馳的如果雨之後,(6 11),(6 11)
7495,故事,(0 2),(0 2)
7496,早晨的音樂,(0 2),(0 2)
7497,我要聽小野麗莎的歌,(5 7),(3 7)
7498,蕭煌奇,(0 3),(0 3)
7499,我要聽粵語歌,(3 5),(3 5)
7500,我要聽粵語歌,(3 5),(3 5)
7501,我要聽入門英語歌曲,(5 7),(5 7)
7502,我要聽我問天,(3 6),(3 6)
7503,我要聽相聲,(3 5),(3 5)
7504,moon river,(0 10),(0 10)
7505,播放起風了,(2 5),(2 5)
7506,我想聽日文歌曲,(3 5),(3 5)
7507,我要聽搖滾音樂,(3 5),(3 5)
7508,我要聽五月天的戀愛ing,(3 6) (7 9),(3 6) (7 9)
7509,播放起風了,(2 5),(2 5)
7510,我要聽搖滾音樂,(3 5),(3 5)
7511,我要聽鄧紫棋的歌,(3 6),(3 6)
7512,播放一曲相思,(2 6),(2 6)
7513,我要聽生日快樂歌,(3 8),(3 8)
7514,我要聽故事,(0 5),(0 5)
7515,我要聽我好嗎,(3 6),(3 6)
7516,我想要聽周杰倫的告白氣球,(4 7) (8 12),(4 7) (8 12)
7517,學貓叫,(0 3),(0 3)
7518,愛我你就抱抱我,(0 7),(0 7)
7519,我要聽琅琊榜,(3 6),(3 6)
7520,學貓叫,(0 3),(0 3)
7521,我要聽新歌,(3 5),(3 5)
7522,我要聽嘻哈排行榜,(3 5) (5 8),(3 5) (5 8)
7523,我要聽對面的女孩看過來,(3 11),(3 11)
7524,我要聽于文文的歌,(3 6),(3 6)
7525,幫我播放大自然音樂,(4 9),(4 9)
7526,我要聽田馥甄的歌,(3 6),(3 6)
7527,有一種悲傷,(0 5),(0 5)
7528,愛我你就抱抱我,(0 7),(0 7)
7529,我要聽八度空間,(3 7),(3 7)
7530,我要聽英文版拇指姑娘,(3 10),(3 10)
7531,播放一曲相思,(2 6),(2 6)
7532,播放一曲相思,(2 6),(2 6)
7533,大悲咒,(0 3),(0 3)
7534,我們要聽童話故事是國語的,(4 8),(4 8)
7535,我要聽王力宏的歌,(3 6),(3 6)
7536,我要聽煙花易冷,(3 7),(3 7)
7537,我要聽拔蘿蔔,(3 6),(3 6)
7538,我要聽煙花易冷,(3 7),(3 7)
7539,我要聽五月天兄弟,(3 6) (6 8),(3 6) (6 8)
7540,玫瑰少年,(0 4),(0 4)
7541,我要聽劉德華的歌,(3 6),(3 6)
7542,帥到分手,(0 4),(0 4)
7543,往後餘生,(0 4),(0 4)
7544,播放音樂,,
7545,我要聽陳綺貞的歌,(3 6),(3 6)
7546,涼涼,(0 2),(0 2)
7547,學貓叫,(0 3),(0 3)
7548,我要聽光年之外,(3 7),(3 7)
7549,我要聽煙花易冷,(3 7),(3 7)
7550,我要聽紅蜻蜓,(3 6),(3 6)
7551,播放我的滑板鞋,(2 7),(2 7)
7552,我要聽江蕙的歌,(3 5),(3 5)
7553,我要聽音樂,,
7554,我要聽 ONE OK ROCK 的歌,(4 15),(4 15)
7555,我要聽華語音樂,(3 5),(3 5)
7556,我要聽華語排行榜,(3 5) (5 8),(3 5) (5 8)
7557,我要聽田馥甄的歌,(3 6),(3 6)
7558,陳小雲,(0 3),(0 3)
7559,我要聽快樂頌,(3 6),(3 6)
7560,我要聽琅琊榜,(3 6),(3 6)
7561,我要聽周杰倫的歌,(3 6),(3 6)
7562,我要聽嘻哈音樂,(3 5),(3 5)
7563,我要聽學貓叫,(3 6),(3 6)
7564,我要聽劉德華的歌,(3 6),(3 6)
7565,小孩故事,(0 2),(2 4)
7566,我要聽光年之外,(3 7),(3 7)
7567,播放起風了,(2 5),(2 5)
7568,say this that s me,(0 8),
7569,幫我播放大自然音樂,(4 9),(4 9)
7570,我要聽搖滾音樂,(3 5),(3 5)
7571,播放音樂,,
7572,我要聽爵士音樂,(3 5),(3 5)
7573,我要聽夢想藍圖,(3 7),(3 7)
7574,愛我你就抱抱我,(0 7),(0 7)
7575,我要聽吳卓源的歌,(3 6),(3 6)
7576,我要聽獨立音樂,(3 5),(3 5)
7577,我要聽嘻哈音樂,(3 5),(3 5)
7578,我要聽搖滾音樂,(3 5),(3 5)
7579,我要聽周杰倫的歌,(3 6),(3 6)
7580,我要聽光年之外,(3 7),(3 7)
7581,我要聽對面的女孩看過來,(3 11),(3 11)
7582,我要聽山頂的黑狗兄,(3 9),(3 9)
7583,康康,(0 2),(0 2)
7584,我要聽林俊傑的歌,(3 6),(3 6)
7585,播放起風了,(2 5),(2 5)
7586,我要聽月琴,(3 5),(3 5)
7587,我要聽華語音樂,(3 5),(3 5)
7588,播放音樂,,
7589,我要聽熱門歌曲,(3 5),(3 5)
7590,我要聽鄧紫棋的歌,(3 6),(3 6)
7591,播放音樂,,
7592,我要聽謝金燕的,(3 6),(3 6)
7593,我要聽準備中,(3 6),(3 6)
7594,生日快樂,(0 4),(0 4)
7595,我要聽林俊傑的歌,(3 6),(3 6)
7596,播放一曲相思,(2 6),(2 6)
7597,我要聽搖滾音樂,(3 5),(3 5)
7598,我要聽童謠,(3 5),(3 5)
7599,我想要聽周杰倫的告白氣球,(4 7) (8 12),(4 7) (8 12)
7600,我要聽吳卓源的歌,(3 6),(3 6)
7601,學貓叫,(0 3),(0 3)
7602,我要聽王力宏的歌,(3 6),(3 6)
7603,我要聽烽火天榜,(3 7),(3 7)
7604,我要聽光年之外,(3 7),(3 7)
7605,涼涼,(0 2),(0 2)
7606,學貓叫,(0 3),(0 3)
7607,播放芭比的觸電,(2 4) (5 7),(2 4) (5 7)
7608,我要聽相聲選粹,(3 7),(3 7)
7609,我要聽新歌,(3 5),(3 5)
7610,我要聽粵語歌,(3 5),(3 5)
7611,黃鶯鶯,(0 3),(0 3)
7612,我要聽月琴,(3 5),(3 5)
7613,我要聽華語音樂,(3 5),(3 5)
7614,我要聽鄧麗君的歌,(3 6),(3 6)
7615,我要聽我好嗎,(3 6),(3 6)
7616,播放起風了,(2 5),(2 5)
7617,我要聽買榜,(3 5),(3 5)
7618,我要聽五月天的派對動物,(3 6) (7 11),(3 6) (7 11)
7619,我要聽鄧麗君的歌,(3 6),(3 6)
7620,我要聽買榜,(3 5),(3 5)
7621,播放一曲相思,(2 6),(2 6)
7622,我要聽吳卓源的歌,(3 6),(3 6)
7623,我要聽台語歌,(3 5),(3 5)
7624,往後餘生,(0 4),(0 4)
7625,我要聽故事,(0 5),(0 5)
7626,我要聽林俊傑的歌,(3 6),(3 6)
7627,我要聽粵語歌,(3 5),(3 5)
7628,我要聽相聲,(3 5),(3 5)
7629,我要聽歪批三國,(3 7),(3 7)
7630,有一種悲傷,(3 5),(0 5)
7631,陳雷,(0 2),(0 2)
7632,我要聽方大同偏偏愛,(3 6),(3 6) (6 9)
7633,我要聽心情不好的時候適合聽的歌曲,(3 7),(3 7)
7634,我要聽心靈音樂,(3 7),(3 7)
7635,唱一首伍佰的浪人情歌,(3 5) (6 10),(3 5) (6 10)
7636,我要聽歪批三國,(3 7),(3 7)
7637,我要聽韓語排行榜,(3 5) (5 8),(3 5) (5 8)
7638,播放一曲相思,(2 6),(2 6)
7639,我是管理員充電,(5 7),(2 5) (5 31)
7640,我想要聽告白氣球,(4 8),(4 8)
7641,播放一曲相思,(2 6),(2 6)
7642,我要聽于文文的歌,(3 6),(3 6)
7643,我要聽費玉清的歌,(3 6),(3 6)
7644,我要聽粵語歌,(3 5),(3 5)
7645,我要聽兒歌,(3 5),(3 5)
7646,白安,(0 2),(0 2)
7647,李玟,(0 2),(0 2)
7648,唱一首小蘋果,(3 6),(3 6)
7649,我要聽黃明志的歌,(3 6),(3 6)
7650,我要聽光年之外,(3 7),(3 7)
7651,我要聽快樂的音樂,(3 6),(3 6)
7652,我要聽吳卓源的歌,(3 6),(3 6)
7653,播放一曲相思,(2 6),(2 6)
7654,我要聽周杰倫的歌,(3 6),(3 6)
7655,我要聽莫文蔚的歌,(3 6),(3 6)
7656,我要聽搖滾音樂,(3 5),(3 5)
7657,我要聽情歌精選,(3 5),(3 5)
7658,我要聽田馥甄的歌,(3 6),(3 6)
7659,我要聽華語音樂,(3 5),(3 5)
7660,播放一曲相思,(2 6),(2 6)
7661,我要聽江蕙的歌,(3 5),(3 5)
7662,播放音樂,,
7663,愛我你就抱抱我,(0 7),(0 7)
7664,我要聽光年之外,(3 7),(3 7)
7665,我要聽獨立音樂,(3 5),(3 5)
7666,我要聽費玉清的歌,(3 6),(3 6)
7667,我要聽光年之外,(3 7),(3 7)
7668,我要聽張惠妹的歌,(3 6),(3 6)
7669,我要聽茄子蛋的歌,(3 6),(3 6)
7670,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
7671,我要聽睡眠音樂,(3 5),(3 5)
7672,我要聽張雨生的歌,(3 6),(3 6)
7673,唱一首小蘋果,(3 6),(3 6)
7674,學貓叫,(0 3),(0 3)
7675,涼涼,(0 2),(0 2)
7676,播放一曲相思,(2 6),(2 6)
7677,兩隻老虎,(0 4),(0 4)
7678,我要聽三隻小豬,(3 7),(3 7)
7679,我要聽林俊傑的歌,(3 6),(3 6)
7680,我要聽王中平的,(3 6),(3 6)
7681,我要聽鬼故事,(3 6),(3 6)
7682,我要聽防彈少年團的歌,(3 8),(3 8)
7683,愛我你就抱抱我,(0 7),(0 7)
7684,我要聽走到飛,(3 6),(3 6)
7685,我要聽新歌,(3 5),(3 5)
7686,我要聽煙花易冷,(3 7),(3 7)
7687,我要聽橄欖樹,(3 6),(3 6)
7688,我要聽西遊記,(3 6),(3 6)
7689,我要聽蔡小虎的歌,(3 6),(3 6)
7690,我要聽我好嗎,(3 6),(3 6)
7691,我要聽鄧紫棋的歌,(3 6),(3 6)
7692,學貓叫,(0 3),(0 3)
7693,播放下組合的音樂,(3 5),(3 5)
7694,我要聽愛的可能,(3 7),(3 7)
7695,銀河係有幾顆星星,(0 3),(6 8)
7696,播放我的一九九七,(5 7),
7697,我要聽音樂,,
7698,我想聽快樂情境的歌,(3 5),(3 5)
7699,我要聽床邊故事,(3 7),(3 7)
7700,沙漠駱駝,(0 4),(0 4)
